title,company,location,url,date,deadline,department,description,requirements,position_type
מנהל מדור (גנרי),רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/54577/3,2026-06-17,2026-07-06,ניהול כללי,"רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: בדירוג המנהלי 8-10 או בדירוג המח""ר 38-40 · רמת השכלה: 12 שנות לימוד, בגרות, השכלה תיכונית · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3936423",12 שנות לימוד; בגרות; השכלה תיכונית,
מנהל מחלקה גנרי,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55401/1,2026-06-17,2026-07-06,ניהול כללי,רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3782443,אקדמאית / חילופית בהתאם לחוק,
מנהל מדור (גנרי),רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55402/1,2026-06-17,2026-07-06,ניהול כללי,"רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: דירוג מנהלי 8-10 או דירוג המח""ר 38-40 · רמת השכלה: 12 שנות לימוד, בגרות, השכלה תיכונית · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3942622",12 שנות לימוד; בגרות; השכלה תיכונית,
סייר/ת ביטחון ליחידת לביא,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53217/10,2026-04-27,2026-07-06,חירום ובטחון,סייר/ת ביטחון ליחידת לביא,12 שנות לימוד,
מנהל יחידת תכנון במינהלת השכונתית להתחדשות עירונית,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53525/6,2026-05-04,2026-07-06,תוכניות לאומיות,רשות: בת ים · מחוז: תל-אביב · יחידה: תוכניות לאומיות · תחום: תוכניות לאומיות · דירוג: 40-42 בדירוגים המקצועיים/חוזה בכירים בכפוף לאישור · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-05-04 · מועד הגשה: 2026-07-06 · מספר מכרז: 81/26,אקדמאית / חילופית בהתאם לחוק,
מדריך ראש צוות,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53796/6,2026-05-10,2026-07-06,רווחה,"רשות: בת ים · מחוז: תל-אביב · יחידה: רווחה · תחום: רווחה · דירוג: דירוג העו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-05-10 · מועד הגשה: 2026-07-06 · מספר מכרז: 92/26",אקדמאית / חילופית בהתאם לחוק,
מדריך/ת מוגנות,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53797/7,2026-05-10,2026-07-06,חינוך,מדריך/ת מוגנות,12 שנות לימוד,
מנהל מחלקה (הנדסה),בת ים,בת ים,https://namerz.moin.gov.il/showexternal/54738/3,2026-06-02,2026-07-06,הנדסה,רשות: בת ים · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: 40-42 בדירוג האקדמי/הנדסאים/ חוזה בכירים בכפוף לאישור · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-02 · מועד הגשה: 2026-07-06 · מספר מכרז: 105/26,אקדמאית / חילופית בהתאם לחוק,
מרכז/ת נושא ועדת החלטה במח' רונן (טיפול בנוער וצעירים) במינהל הרווחה,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/54951/3,2026-06-08,2026-07-06,רווחה,מרכז/ת נושא ועדת החלטה במח' רונן (טיפול בנוער וצעירים) במינהל הרווחה,אקדמאית / חילופית בהתאם לחוק,
מציל,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/54962/3,2026-06-08,2026-07-06,חופי רחצה והצלה,רשות: בת ים · מחוז: תל-אביב · יחידה: חופי רחצה והצלה · תחום: חופי רחצה והצלה · דירוג: 7-9 בדירוג המנהלי · רמת השכלה: קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-08 · מועד הגשה: 2026-07-06 · מספר מכרז: 108/26,קורסים נוספים כמפורט בקובץ,
רכז התנדבות רשותי,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55498/2,2026-06-22,2026-07-06,רווחה,רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 29.26,אקדמאית / חילופית בהתאם לחוק,
מפקח/ת רישוי בניה,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55512/2,2026-06-22,2026-07-06,הנדסה,מפקח/ת רישוי בניה,אקדמאית / חילופית בהתאם לחוק,
בודק בקשות להיתרי בניה,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55513/2,2026-06-22,2026-07-06,הנדסה,רשות: בת ים · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: על פי הסכם קיבוצי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 117/26,אקדמאית / חילופית בהתאם לחוק,
סגן מנהל מחלקה (כספים),בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55515/2,2026-06-22,2026-07-06,כספים,"רשות: בת ים · מחוז: תל-אביב · יחידה: כספים כללי · תחום: כספים · דירוג: 9-11 בדירוג המנהלי/ 39-41 בדירוג המח""ר · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 115/26",12 שנות לימוד,
עוזר/ת מבקרת ה,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55516/2,2026-06-22,2026-07-06,ביקורת,עוזר/ת מבקרת העירייה,אקדמאית / חילופית בהתאם לחוק,
מנחה חינוכי/ת,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55519/2,2026-06-22,2026-07-06,חינוך,מנחה חינוכי/ת,אקדמאית / חילופית בהתאם לחוק,
מידען תכנוני,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55520/3,2026-06-22,2026-07-06,הנדסה,"רשות: בת ים · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: בהתאם להסכם קיבוצי, תכנון ובניה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 109/26",אקדמאית / חילופית בהתאם לחוק,
מפקח רישוי ובניה בועדות המקומיות או ברשות המקומית,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55531/1,2026-06-22,2026-07-06,הנדסה,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: הנדסה · תחום: הנדסה · דירוג: מח""ר 37-41/טכנאים הנדסאים 37-41 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 30.26",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מנהלן בית ספר,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55532/1,2026-06-22,2026-07-06,חינוך,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי 7-10 · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 32.26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
מנהלן בית ספר,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55533/1,2026-06-22,2026-07-06,חינוך,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי 7-10 · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 33.26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
מנהלן בית ספר,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55534/1,2026-06-22,2026-07-06,חינוך,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי 7-10 · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 34.26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
מפקח וטרינרי,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55540/1,2026-06-22,2026-07-06,שפע ותשתיות,"רשות: בת ים · מחוז: תל-אביב · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: 6-9 בדירוג המנהלי · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 114/26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
פקח מסייע (שיטור עירוני),יקנעם עילית,יקנעם עילית,https://namerz.moin.gov.il/showexternal/55541/1,2026-06-22,2026-07-06,חירום ובטחון,"רשות: יקנעם עילית · מחוז: צפון · יחידה: חירום וביטחון · תחום: חירום ובטחון · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 20/2026",12 שנות לימוד; בגרות,
רכז/ת מניעה קהילתית/ת-הדרך החדשה (ליוצאי אתיופיה),בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55558/1,2026-06-22,2026-07-06,רווחה,רכז/ת מניעה קהילתית/ת-הדרך החדשה (ליוצאי אתיופיה),אקדמאית / חילופית בהתאם לחוק,
‏22/06/2026,אשקלון,אשקלון,https://namerz.moin.gov.il/showexternal/55562/1,2026-06-22,2026-07-06,רווחה,"‏22/06/2026 עיריית אשקלון מכרז חיצוני 61/2026 לתפקיד עו""ס יחידה לטיפול בנשים על רצף הזנות וההתמכרות, בתקן מתחדש במינהל הרווחה תיאור המשרה: עו""ס יחידה לטיפול בנשים על רצף הזנות וההתמכרות, בתקן מתחדש במינהל הרווחה במשרה מלאה דרגת המשרה ודירוגה: דירוג ודרגה בהתאם להסכם העו""ס היקף העסקה: 100% משרה תקנים פנויים: תקן 1 כפיפות: ראש מינהל הרווחה והשירותים החברתיים סוג המכרז: חיצוני תיאור תפקיד: א. אחריות על איתור אוכלוסיית שורדות/י זנות באמצעות יצירת קשר עם גורמי טיפול שונים וארגונים ייעודיים הפועלים בנושא הזנות ובניית קשרי קהילה לצורך הסברה, ושיווק השירות. ב. עבודת איתור ויישוג – לאחר האיתור הראשוני נדרש הליך של גיוס לטיפול ובניית קשר ראשוני. ג. ביצוע אינטייק. ד. אחריות לריכוז וועדת אבחון וביצוע אבחון פסיכוסוציאלי מקיף. ה. בניית תכנית התערבות אישית/במסגרת היחידה שתכלול קביעת יעדים ומדדים להתקדמות, הערכות ביניים להתאמת היעדים ומדידת הצלחה בסיום הקשר. ו. אחריות לכל שלבי הטיפול והשיקום של נשים על רצף הזנות וההתמכרות, טיפול פרטני, טיפול קבוצתי, התערבות במשפחה לשם קידום ושיקום של המטופלת, שיקום ארוך טווח, ליווי ומעקב לשם שימור תוצאות הטיפול, ביצוע הכלה ומזעור נזקים במידת הצורך. ז. ניהול רישום, תיעוד ומעקב אחר תכניות ההתערבות בתיק ממוחשב של מקבלת השירות ודווח לממונים בכתב ובע""פ על תכני ההתערבות הטיפולית אותה הוא מבצע. ח. כתיבת דוחות סוציאליים בהתאם לצורכי המטופלת והטיפול. ט. הפניה לטיפול פסיכיאטרי, גמילה פיזית או למסגרות חוץ ביתיות לטיפול בזנות והתמכרות, בהתאם לצורך. י. ניהול הטיפול גם כאשר המטופלת שוהה במסגרת חוץ ביתית או בטיפול נוסף במקביל. יא. מיצוי זכויות - באופן אקטיבי , תוך ליווי המטופלת לגורמי ממסד שונים. יב. קיום קשר עם גורמים מפנים ועם שירותים נוספים בקהילה אשר נותנים שירות לאוכלוסייה זו. יג. ביצוע הדרכות לצוות המדריכים ביחידה, למתנדבים סטודנטים. יד. הנחיית קבוצות וסדנאות טיפוליות בהתאם לצורך. טו. מטלות נוספות בהתאם לדרישת הממונה. תנאי סף: • עובד סוציאלי בעל תואר ראשון בעבודה סוציאלית. • עדיפות לבעלי תואר שני. • רישום בפנקס העובדים הסוציאליים. • עדיפות לבעלי ניסיון של שנתיים לפחות בטיפול ישיר של פרט או משפחה, אוכלוסיות קצה והנחיית קבוצות- ממועד רישום בפנקס העו""ס מאפייני עשייה ייחודיים לתפקיד: • שליטה בעבודה בסביבה ממוחשבת • יכולת התבטאות בכתב ובעל פה ברמה גבוהה. • מסוגלות לעבודה בתנאי לחץ והתערבויות חירום, יחסי אנוש טובים. • יוזמה ויצירתיות בבניית ההתערבות • נכונות לעבודה מחוץ לשעות עבודה רגילות. פרטים נוספים: • יש להגיש מועמדות באופן דיגיטלי באתר הרישום שכתובתו https://app.misrot.net/ashkelon או באמצעות אתר העירייה. • מועמד שלא יציג את מסמכים אלו עד לתאריך הרשום מטה, יראו בו כמי שלא עמד בדרישות הסף שנקבעו בנוסח המכרז. • יודגש כי מועמד שייבחר במכרז ויצהיר על קרבת משפחה, מינויו לתפקיד מותנה בבחינה ואישור הגורמים המוסמכים. • הגשת מועמדות אשר תשלח ללא תעודות השכלה ואסמכתאות רלוונטיות המעידות על ניסיון בעבודה/ רישיונות מיוחדים או כל אסמכתא רלוונטית אחרת, כנדרש בהתאם להנחיות מסמך הנחיות לאוגדן תיאורי תפקידים בשלטון המקומי, תיפסל על הסף ביום האחרון להגשת המועמדות כפי שמפורסם בפרטי המכרז/ משרה. • עם סיום הגשת המועמדות יתקבל לכתובת המייל של המועמד אישור כי הרישום בוצע באופן מלא ותקין, אם לא התקבלה הודעה זו יש לפנות לתמיכה הטכנית באמצעות קישור בתחתית אתר הרישום. • מועמד שייבחר יידרש לעמוד בבדיקה רפואית ע""י רופא תעסוקתי לבדיקת כשירותו לתפקיד. • מועמדים שנמצאים מתאימים בהתאם לדרישות הסף יזומנו לראיון לפני וועדת הבחינה • תינתן עדיפות למועמד המשתייך לאוכלוסייה הזכאית לייצור הולם שאינה מיוצגת כנדרש בקרב עובדי הרשות המקומית אם הוא בעל כישורים דומים לכישוריהם של המועמדים האחרים. • בהתאם להוראות שוויון זכויות לאנשים עם מוגבלות, תיתנן העדפה למועמדים עם מוגבלות משמעותית אם המועמד כשיר לביצוע תפקיד. • בכל מקום בו מפורט תיאור תפקיד בלשון זכר הכוונה גם ללשון נקבה, הזדמנות שווה ניתנת לאישה וגבר בעלי כישורים מתאימים להתמודד על אותה משרה. עד יום 6/7/2026 שעה 12:00 בברכה, תומר גלאם ראש העיר",אקדמאית / חילופית בהתאם לחוק,
מנהל אגף גנרי,הגלבוע,הגלבוע,https://namerz.moin.gov.il/showexternal/55578/2,2026-06-22,2026-07-06,ניהול כללי,רשות: הגלבוע · מחוז: צפון · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: חוזה בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 16.26,אקדמאית / חילופית בהתאם לחוק,
עוזר/ת מנהל אגף הספורט,קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55581/1,2026-06-22,2026-07-06,ניהול כללי,עוזר/ת מנהל אגף הספורט,12 שנות לימוד; בגרות,
מנהל מדור (גנרי),קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55582/1,2026-06-22,2026-07-06,ניהול כללי,"רשות: קרית אונו · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: מתח דרגות  7-9 בדרוג  המנהלי/ 37-39 בדרוג המח""ר. · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 29/2026",12 שנות לימוד; בגרות,
מדריך/ה למגמה המדעית טכנולוגית במרכז הטכנולוגי חולון בית רותר,חולון,חולון,https://namerz.moin.gov.il/showexternal/55585/1,2026-06-22,2026-07-06,חינוך,מדריך/ה למגמה המדעית טכנולוגית במרכז הטכנולוגי חולון בית רותר,אדריכל / מהנדס; אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מנהל יחידת החינוך הקדם יסודי,חולון,חולון,https://namerz.moin.gov.il/showexternal/55586/1,2026-06-22,2026-07-06,חינוך,"רשות: חולון · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · דירוג: בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 367/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
סגן מנהל מחלקה (גנרי),חולון,חולון,https://namerz.moin.gov.il/showexternal/55587/1,2026-06-22,2026-07-06,ניהול כללי,"רשות: חולון · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: בגרות, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 383/2026",בגרות; קורסים נוספים כמפורט בקובץ,
רכז/ת מוגנות במרחב הציבורי,חולון,חולון,https://namerz.moin.gov.il/showexternal/55898/1,2026-06-22,2026-07-06,רווחה,רכז/ת מוגנות במרחב הציבורי,12 שנות לימוד,
תומך עובד סוציאלי,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55472/1,2026-06-18,2026-07-06,רווחה,רשות: רעננה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-06 · מספר מכרז: 095/2026,12 שנות לימוד,
אחראי נושא/רכז/מרכז נושא במחלקה,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55473/1,2026-06-18,2026-07-06,ניהול כללי,רשות: רעננה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-06 · מספר מכרז: 078/2026,12 שנות לימוד,
פקח חניה וחוקי עזר,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55600/1,2026-06-23,2026-07-06,ניהול כללי,רשות: רעננה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-06 · מספר מכרז: 103/2026,12 שנות לימוד,
"מנהל/ת אשכול גנים (בכפוף לאישור משרה""ח על תקן פנוי)",כפר ורדים,כפר ורדים,https://namerz.moin.gov.il/showexternal/55525/2,2026-06-22,2026-07-06,חינוך,"למועצה מקומית כפר ורדים דרוש/ה מנהל/ת אשכול גנים (בכפוף לאישור משרה""ח על תקן פנוי)",אקדמאית / חילופית בהתאם לחוק,
אחריות על טיפול וחידוש כלל ביטוחי המועצה,שוהם,שוהם,https://namerz.moin.gov.il/showexternal/55583/3,2026-06-23,2026-07-06,כספים,"אחריות על טיפול וחידוש כלל ביטוחי המועצה. טיפול וליווי הליכי תביעות ביטוח מול הגורמים הרלוונטיים. ביצוע בקרה על ביטוחי קבלני המועצה בהתאם להוראות ההתקשרות. טיפול בנכסי המועצה, לרבות ניהול הסכמי השכרה של נכסים. טיפול בנושאי רכש ואספקה שוטפת לגופי המועצה אישור חשבוניות קבלנים בהתאם לתנאי החוזה וההתקשרות. ביצוע מטלות נוספות לפי הנחיית מנהל אגף רכש, חוזים והתקשרויות או מי מטעמו.",אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת חינוך,קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55580/2,2026-06-22,2026-07-06,חינוך,"רשות: קרית אונו · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · דירוג: שכר בכירים, בכפוף לאישור משרד הפנים/41-43 בדירוג המח""ר/הסכם מנהלי מחלקות חינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 34/2026",אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת צעירים,יבנה,יבנה,https://namerz.moin.gov.il/showexternal/55501/3,2026-06-22,2026-07-06,תוכניות לאומיות,"רשות: יבנה · מחוז: מרכז · יחידה: תוכניות לאומיות · תחום: תוכניות לאומיות · דירוג: דירוג דרגה (מנהל מחלקה)/ חינוך נוער וקהילה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 27/26",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
גזבר,ערערה,ערערה,https://namerz.moin.gov.il/showexternal/55556/5,2026-06-22,2026-07-06,כספים,רשות: ערערה · מחוז: חיפה · יחידה: כספים כללי · תחום: כספים · דירוג: העסקה בחוזה אישי בכפוף לאישור משרד הפנים. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 12/2026,אקדמאית / חילופית בהתאם לחוק,
מנהל מחלקה לשירותים חברתיים,מעלה אדומים,מעלה אדומים,https://namerz.moin.gov.il/showexternal/53263/12,2026-06-23,2026-07-07,רווחה,רשות: מעלה אדומים · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-07 · מספר מכרז: מא-26,אקדמאית / חילופית בהתאם לחוק,
פקח חניה וחוקי עזר,מודיעין עילית,מודיעין עילית,https://namerz.moin.gov.il/showexternal/54987/4,2026-06-09,2026-07-07,ניהול כללי,רשות: מודיעין עילית · מחוז: יהודה ושומרון · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: דירוג מנהלי דרגה 7-9 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-09 · מועד הגשה: 2026-07-07 · מספר מכרז: 2621,12 שנות לימוד,
עובד סוציאלי לפח חוק נוער,מצפה רמון,מצפה רמון,https://namerz.moin.gov.il/showexternal/55505/1,2026-06-21,2026-07-07,רווחה,עובד סוציאלי לפח חוק נוער,אקדמאית / חילופית בהתאם לחוק,
דרוש/ה: מנהל/ת מדור פרויקטים וקשרי עסקים,הרצליה,הרצליה,https://namerz.moin.gov.il/showexternal/55538/2,2026-06-23,2026-07-07,ניהול כללי,"דרוש/ה: מנהל/ת מדור פרויקטים וקשרי עסקים סמנכ""ל פיתוח עסקי ושירות, אגף פיתוח עסקי – המינהלת לפיתוח עסקי באיזור התעסוקה כפיפות: מנהל המינהלת לפיתוח עסקי באיזור התעסוקה היקף משרה: 100% מתח דרגות: 38-40 בדרוג המח""ר או בדרוג מקביל תיאור התפקיד: • ניהול והובלת פרויקטים במנהלת לפיתוח עסקי באזור התעסוקה מקצה לקצה - תכנון, ביצוע, מעקב ובקרה, תוך עמידה ביעדים, בלוחות זמנים ובתקציב • גורם מתכלל לפתרון חסמים ואתגרים מול עסקים, יזמים וגורמים עירוניים - זיהוי בעיות, גיבוש פתרונות והובלת יישומם • עבודה שוטפת עם בעלי עסקים - ליווי מקצועי, מתן מענה לצרכים, חיבור למשאבים עירוניים וקידום פעילותם במרחב • ניהול והפקה של פעילויות ותוכניות באזור התעסוקה כחלק מתוכנית עבודה כוללת • ייזום, פיתוח והטמעת פרויקטים ותהליכים לשיפור הסביבה העסקית, בהתאם לצרכים שעולים מהשטח • תיאום והובלת ממשקים מרובים - עבודה מול יחידות עירייה, גופים ציבוריים וגורמים פרטיים לקידום פתרונות ופרויקטים משותפים • איסוף וניתוח נתונים מהשטח לצורך קבלת החלטות, שיפור תהליכים וזיהוי הזדמנויות לפעולה • עבודה משרדית לצד עבודת שטח • ביצוע כל משימה, בשגרה או בחירום, במסגרת תחומי אחריות האגף, ע""פ הנחיות הממונה הישיר",אקדמאית / חילופית בהתאם לחוק,
בודק בקשות להיתרי בניה,רמת נגב,רמת נגב,https://namerz.moin.gov.il/showexternal/55543/1,2026-06-22,2026-07-07,הנדסה,"רשות: רמת נגב · מחוז: דרום · יחידה: הנדסה · תחום: הנדסה · דירוג: דירוג דירוג מהנדסים דרגות 38-42 דירוג הנדסאים/מח""ר דרגות: 37-41 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-07 · מספר מכרז: 14026",אקדמאית / חילופית בהתאם לחוק,
מפקח/ת על שירותי הדת וניהול רישום נישואין,מודיעין עילית,מודיעין עילית,https://namerz.moin.gov.il/showexternal/55553/3,2026-06-23,2026-07-07,דת,מפקח/ת על שירותי הדת וניהול רישום נישואין,12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
הנדסאי/ת לוגיסטיקה בשטח באגף תפעול,מודיעין עילית,מודיעין עילית,https://namerz.moin.gov.il/showexternal/55554/2,2026-06-23,2026-07-07,ניהול כללי,הנדסאי/ת לוגיסטיקה בשטח באגף תפעול,אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מנהל ספריה עירונית,לב השרון,לב השרון,https://namerz.moin.gov.il/showexternal/55588/1,2026-06-23,2026-07-07,נוער תרבות וספורט,רשות: לב השרון · מחוז: מרכז · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-07 · מספר מכרז: 30/26,אקדמאית / חילופית בהתאם לחוק,
אחראי לתוכנית לזקן בקהילה,ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55589/1,2026-06-23,2026-07-07,רווחה,"רשות: ראשון לציון · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: העובד יועסק במתח דרגות 40-42 בדירוג המח""ר או בחוזה דירוגי או בדירוג חינוך חברה ונוער         העבודה הינה בהיקף של 100%, 5 ימים בשבוע מתוכם פעם בשבוע אחה""צ.              מועמד שייבחר ישובץ במערך החירום העירוני · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-07 · מספר מכרז: 177.2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מדריך נוער רשותי,ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55590/1,2026-06-23,2026-07-07,נוער תרבות וספורט,"רשות: ראשון לציון · מחוז: מרכז · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · דירוג: העובד יועסק בדירוג חינוך, חברה ונוער.  היקף משרה של 50% - 100% (אפשרות להגדלת אחוזי משרה בהתאם לתקן פנוי) מועמד שיבחר לתפקיד ישובץ במערך החירום העירוני · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-07 · מספר מכרז: 180.2026",12 שנות לימוד; בגרות,
