id,title,company,city,url,date_posted,source,work_type,sector,level,raw_text
a41ce1732678,ראש צוות טיפול לתכנית הלב תל אביב,עמותת עלם,תל אביב,https://t.me/biltiformali/33390,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"לעמותת עלם דרוש.ה ראש צוות טיפול לתכנית ""הלב תל אביב"" - תכנית סיוע לנערים.ות וצעירים.ות על רצף הזנות. 100% משרה התפקיד כולל: -ניהול ישיר והדרכה פרטנית של צוות -פיתוח התוכנית בשותפות עם מנהלת התוכנית -סמכות טיפולית-מקצועית , התערבויות בחירום ובשגרה דרישות: רישות התפקיד: -תואר ראשון בעבודה סוציאלית – "
cfcff0f3de7c,איש/אשת טיפול פרילנסר.ית להנחיית קבוצת נוער,עמותת גדולים מהחיים,חיפה/באר שבע,https://t.me/biltiformali/33388,2026-05-12,Telegram: מציאת עבודה,פרילנס,עמותות,ביניים,"לתוכנית ""סברס"" של עמותת גדולים מהחיים 🌵 דרוש.ה *איש/אשת טיפול פרילנסר.ית*, להנחיית קבוצה ולליווי תהליך קבוצתי משמעותי בקרב בני נוער בגילאי חטיבת הביניים המתמודדים עם מחלת הסרטן.  ✨ מה כולל התפקיד? 🔹 הנחיית קבוצת נוער, תיתכן אפשרות גם להנחיית קבוצת הורים 🔹 ביצוע שיחות אינטייק לילדים ולהורים, בניית הק"
b85764267fe1,"עו""ס משפחה",מחלקה לשירותים חברתיים הר נוף - עיריית ירושלים,ירושלים,klhila@jerusalem.muni.il,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ביניים,"*עו""ס משפחה* *במחלקה לשירותים חברתיים הר נוף בירושלים*  בואו לעבוד בליבת העשייה המקצועית של העבודה הסוציאלית ולהשפיע על פרטים ומשפחות.  *העבודה במחלקה משפחתית ומקצועית.* 75-100% משרה.  העסקה על ידי עיריית ירושלים בהתאם להסכם העו""סים.  *קורות חיים ל: klhila@jerusalem.muni.il*"
bfa2825862e0,"עו""ס לצוות חוק הנוער לעבודה עם ילדים ונוער בסיכון",המחלקה לשירותים חברתיים הר נוף בירושלים,ירושלים,klhila@jerusalem.muni.il,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ביניים,"המחלקה לשירותים חברתיים הר נוף בירושלים מחפשת *עו""ס לצוות חוק הנוער לעבודה עם ילדים ונוער בסיכון* 💫  ⭐ ניתנת הדרכה קבועה ומקצועית. ⭐ יציאה לקורס עו""ס לחוק הנוער של משרד הרווחה. ⭐ עבודה בצוות משפחתי ואיכותי.  100% משרה. העסקה על ידי עיריית ירושלים בהתאם להסכם העובדים הסוציאליים.  *קורות חיים: klhila@"
01212c5d2382,מנהל/ת למרכז חוסן שדרות,מרכז חוסן שדרות,שדרות,https://did.li/B4csl*,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"*דרוש/ה מנהל/ת למרכז חוסן שדרות* ניהול עם שליחות | משרה מלאה (100%)  מיקום: שדרות מרכז חוסן שדרות הוא הגוף המרכזי הפועל לספק רצף שירותים ומענים פסיכו-סוציאליים ליחידים, משפחות וקהילות בעיר שדרות, בתחומים קליניים, קהילתיים בשת""פ עם הרשות בתחום ההערכות לחרום על רקע בטחוני. ✅אנו מחפשים מנהיג/ה בעל/ת חז"
45a66f4e18ef,רכז.ת לתכנית תמיכה וליווי לסטודנטים מהפריפריה,,,kidumst@gmail.com,2026-05-12,Telegram: מציאת עבודה,,חינוך,ביניים,דרוש.ה רכז.ת לתכנית תמיכה וליווי לסטודנטים מהפריפריה. תפקיד מאתגר ומספק! התפקיד מתאים לבעלי/ות תואר בעבודה סוציאלית או ייעוץ חינוכי. קורות חיים למייל: kidumst@gmail.com
610d688a6090,מלווה תעסוקתית לפרויקט קליק איט,קבוצת שכולו טוב,אור יהודה,https://t.me/biltiformali/33375,2026-05-12,Telegram: מציאת עבודה,,עמותות,ביניים,"דרושה מלווה תעסוקתית לפרויקט ""קליק איט"" באור יהודה קבוצת ""שכולו טוב"" מגייסת מלווה תעסוקתית למיזם ""קליק איט"" – מרכז מומחיות בתחומי השילוח וההפצה המעסיק עובדים על הרצף האוטיסטי.  תיאור התפקיד: ריכוז וליווי קבוצת עובדים על הרצף האוטיסטי בסביבת עבודה טכנולוגית. מתן מענה שיקומי וקידום תהליכי אינטגרציה בש"
2dee87d6fc1e,מנהל/ת אשכול יישובים – חינוך בלתי פורמלי,המרכז הקהילתי משגב,משגב,://www.misgavcenter.org.il/wanted/,2026-05-12,Telegram: מציאת עבודה,,עמותות,ניהולי,"🚀 מחפשים את האתגר הבא שלכם? המרכז הקהילתי משגב פותח דלת לאנשים שרוצים להשפיע באמת 💛  אם אתם אנשי חינוך, עם תשוקה לעשייה קהילתית – זה בדיוק בשבילכם:  ✨ מנהל/ת אשכול יישובים – חינוך בלתי פורמלי  זו הזדמנות לקחת חלק בעשייה משמעותית, להוביל תהליכים, לבנות תוכניות, לעבוד עם קהילה חמה וליצור שינוי אמיתי ב"
c3c2c3f33c48,דובר/ת,עמותת עתים,,https://wkf.ms/4wpTFkI,2026-05-12,Telegram: מציאת עבודה,,עמותות,,"לעמותת עתים דרוש/ה דובר/ת אם דוברות/תקשורת מגזרית פוליטית זו הזירה שלכם וגם אתם הייתם רוצים לראות ממסד דתי קשוב, מכבד, מכיל ושוויוני- אנחנו מחפשים אתכם!  מוזמנים להגיש קו""ח בטופס הבא https://wkf.ms/4wpTFkI"
6120ab47a401,רכז/ת שירות לאומי לאזור המרכז (מערך דתי),האגודה להתנדבות,המרכז,https://t.me/biltiformali/33367,2026-05-12,Telegram: מציאת עבודה,משרה חלקית,עמותות,ניהולי,"מחפשת עבודה עם נשמה? ✨  האגודה להתנדבות מגייסת רכז/ת שירות לאומי לאזור המרכז (מערך דתי). הזדמנות להוביל, ללוות ולהשפיע על בנות השירות בצעדיהן הראשונים.  ✅ דרישות: תואר ראשון, רכב חובה, יכולת הובלה וגישה חינוכית.  ⏰ היקף משרה: 75% עם פוטנציאל להגיע למשרה מלאה בספטמבר.   מעוניינת? שלחי קורות חיים ל: 📧"
1cb68a74dbb5,"סגן מנהל עירוני י""ד תל אביב","תיכון עירוני י""ד",תל אביב,https://t.me/biltiformali/33364,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,חינוך,ניהולי,"סגן מנהל עירוני י""ד תל אביב מוזמנות ומוזמנים להגיש מועמדות לתפקיד סגן מנהל שש שנתי בתיכון עירוני י""ד   התפקיד כולל: 1.    סיוע למנהל בית הספר בניהול בית הספר בכלל התחומים. 2.    סיוע בתכנון ובהוצאה לפועל של תוכנית העבודה הבית ספרית. 3.    ניהול המענה והתוכניות לתלמידים ייחודיים בבית הספר על הרצף השש"
6710c0839e4e,מנהל/ת אסטרטגיית גיוס ומיתוג,,,s://go.gov.il/mw2nc,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ניהולי,🚀משרה אסטרטגית בשכר מיטיב🚀 💫מחפשים טאלנט/ית להובלת אסטרטגיית הגיוס והמיתוג שלנו!  מה התפקיד כולל? ✅​בניית אסטרטגיות גיוס פרואקטיביות ✅​יצירת תוכן שיווקי ומיתוג ברשתות החברתיות ✅​ניתוח נתונים וגיבוש תובנות מבוססות דאטה לשיפור תהליכים  אז אם יש לך: ✅​תואר ראשון ו-4 שנות ניסיון בהון אנושי/שיווק/תקשורת 
9f72eddafe8c,"מנהלת מחלקת גיוס, קליטה ושימור",,תל אביב,tps://tinyurl.com/prndyvce,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"*מנהלת מחלקת גיוס, קליטה ושימור | תל אביב ⏰ משרה מלאה | איוש מיידי*   *על התפקיד:* הובלת תחום הגיוס, הקליטה והשימור בארגון חברתי מוביל — שילוב של חשיבה אסטרטגית עם ניהול תפעולי שוטף, תוך השפעה ממשית על חוויית העובד לאורך כל מחזור חייו בארגון. התפקיד בכפיפות למנהלת אגף משאבי אנוש.  📋 *תחומי אחריות:* "
046071f47947,"מנהל/ת מחלקת פרט, נהלים ורווחה",,תל אביב,s://tinyurl.com/5fxxn35w,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"*מנהל/ת מחלקת פרט, נהלים ורווחה בארגון חברתי גדול* משרה מלאה בתל אביב  *על התפקיד*: תפקיד ניהולי במחלקת משאבי אנוש עם אחריות רחבה על תחומי פרט, נהלים ורווחת עובדים בארגון גדול ומשמעותי.  📋 *תחומי אחריות עיקריים:* • פיתוח תשתיות משאבי אנוש – עדכון והטמעת נהלים ארגוניים בהתאם לחוקי העבודה • ליווי ובקר"
bfcbd1f7ea8b,מנהל/ת שותפויות ופיתוח משאבים,לב בטוח,,https://wkf.ms/4pBPUVp,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"*לב בטוח מגייסת: מנהל/ת שותפויות ופיתוח משאבים*  עמותת לב בטוח (SafeHeart), המעניקה סיוע נפשי לשורדי ושורדות המסיבות ומשפחותיהם, מגייסת מנהל/ת להובלת מערך פיתוח וגיוס המשאבים של הארגון.   *מהות התפקיד:* הובלת אסטרטגיית הגיוס, יצירת שותפויות בארץ ובעולם, ניהול קשרי תורמים, והבטחת המשך צמיחת העשייה.  "
ad832c551ebe,Director of Finance,Nefesh B'Nefesh,ירושלים,https://www.nbn.org.il/jobboard/job/director-of-finance-8/?fbclid=IwdGRjcARvNA9leHRuA2FlbQEwAGFkaWQAAC_L8AQ_DnNydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHruC4ufRjiXnI2Bkx3l9KVw2aXdD-WGPPz1NJdnZwV3P1vuKzZPpw3BX7dSL_aem_yuupM0broTnuSZGJ_5ERmg&utm_medium=paid&utm_source=fb&utm_id=6967694529482&utm_content=52552950743886&utm_term=52528882692286&utm_campaign=6967694529482,2026-05-12,Telegram: מציאת עבודה,משרה מלאה,עמותות,בכיר,"Nefesh B'Nefesh Israel Job  Director of Finance Full Time Jerusalem  Nefesh B’Nefesh  The Director of Finance will lead all financial strategy and operations, forecasting, and compliance. This senior leadership role partners closely with executive leadership and plays a key part in shaping the organ"
a040cb3265ad,"מטפל.ת למרכז טיפול עירוני לילדים, מתבגרים והורים","מרכז טיפול עירוני לילדים, מתבגרים והורים בת""א",תל אביב,https://t.me/biltiformali/33353,2026-05-11,Telegram: מציאת עבודה,משרה חלקית,רווחה,ביניים,"למרכז טיפול עירוני לילדים, מתבגרים והורים בת""א דרוש.ה מטפל.ת 🌱  למשרה שעתית בהיקף של 12 ש""ש, יומיים בשבוע. העסקה תחת מוסדות חינוך ותרבות ת""א.   פרטים נוספים במודעה.   קו""ח ניתן להעביר למייל המצורף: Hbhatikva1@gmail.com"
b1e414f3cdfa,Manager of International Development,Latet,תל אביב,s://tinyurl.com/4rrb3wdc,2026-05-11,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"*🔹 Latet is Hiring: Manager of International Development* (Full-time | Tel Aviv)  Latet, Israel's largest NGO fighting poverty and food insecurity, is looking for a talented and driven professional to lead the International Development department.  *🎯 Key Responsibilities* The role focuses on fundra"
0d71b2c3bc23,מנהל/ת דיגיטל,אחים ואחיות לישראל – החמ״ל האזרחי,,ttps://www.hamal.org.il/job/digital-manager,2026-05-11,Telegram: מציאת עבודה,,עמותות,ניהולי,"מחפשים/ות את האתגר הבא בעולם הדיגיטל? אחים ואחיות לישראל – החמ״ל האזרחי מגייסים מנהל/ת דיגיטל 💙  תפקיד עצמאי, יצירתי ומשמעותי עם עשייה ערכית וקמפיינים דיגיטליים רחבי היקף.  לשליחת קו״ח: https://www.hamal.org.il/job/digital-manager"
f53c08c005bc,מנהל/ת תחום ריפוי בעיסוק למערך שיקום יום,עמותת עזרה למרפא,המרכז,ilanA@ezra-lemarpe.org,2026-05-11,Telegram: מציאת עבודה,משרה מלאה,עמותות,בכיר,"📢 הזדמנות ניהולית בכירה ב""עזרה למרפא""! מרפאים/ות בעיסוק עם ניסיון בניהול ובגריאטריה? אנחנו מחפשים אתכם/ן. עמותת ""עזרה למרפא"" באזור המרכז מגייסת מנהל/ת תחום ריפוי בעיסוק למערך שיקום יום (אורטופדי ונוירולוגי). זהו תפקיד מפתח הכולל ניהול צוות רחב, הובלת התחום ופיתוח שירותים מקצועיים בסביבה רב-תחומית מת"
09e3ace923c2,מקדם.ת מדיניות וקשרי ממשל,עמותת 121,תל אביב,"://www.120plus1.org.il/career/
להגש",2026-05-11,Telegram: מציאת עבודה,משרה מלאה,עמותות,ביניים,*עמותת 121 מגייסת מקדם.ת מדיניות וקשרי ממשל* 🏛️  אם יש לך ניסיון בעבודה בכנסת או בממשלה ותשוקה לשינוי חברתי אמיתי – זה בדיוק בשבילך 👇  *מה כולל התפקיד?* - גיוס מקבלי החלטות בדרג המקצועי בממשלה לקידום מדיניות וחקיקה - ⁠כתיבת פניות והשתתפות בישיבות ודיונים - ⁠ליווי שותפים במהלכי שינוי  מדיניות  *מה אנ
25303cdd54f5,מידען/ית ייעץ והדרכה,ספריית אוניברסיטת אריאל,אריאל,ttps://campaign.adamtotal.co.il?d=558Cnn7kBWlOnSG%2bYqaZTg%3d%3d,2026-05-11,Telegram: מציאת עבודה,,חינוך,ביניים,"לספריית אוניברסיטת אריאל דרוש/ה *מידען/ית ייעץ והדרכה*! 📚  התפקיד כולל מתן ייעוץ, הכוונה והדרכה לסטודנטים ולסגל האקדמי, עבודה עם מאגרי מידע ומערכות ספרייתיות, תפעול דלפק הייעץ וההדרכה והשתתפות בפרויקטים מקצועיים בספרייה. דרישות: • תואר אקדמי – חובה לשליחת קו""ח ופרטים נוספים >> https://campaign.adamt"
e38388ad1c55,רכז/ת למכון האבחון באוניברסיטת אריאל,אוניברסיטת אריאל,אריאל,https://campaign.adamtotal.co.il?d=wfr%2bnFydBu76ngEx65xbhA%3d%3d,2026-05-11,Telegram: מציאת עבודה,,חינוך,ביניים,"*דרוש/ה רכז/ת למכון האבחון באוניברסיטת אריאל*  *תיאור המשרה:* • תיאום אבחונים ותכלול השרות לפונים לאבחון.  • הסדרת פעילות האבחון של המאבחנות בצוות המכון.  • הכנה ודיווח של דו""חות שכר, חיובים לפונים והתחשבנות מול גורמים מממנים. • תפקידים שונים כפי שיוגדרו מעת לעת.   *דרישות:* • תואר ראשון/הנדסאי מדופ"
66d01a061550,"מנהל/ת מיתוג, שיווק ופיתוח עסקי",בינה בלב,"חל""צ",https://t.me/biltiformali/33329,2026-05-10,Telegram: מציאת עבודה,משרה חלקית,עמותות,ניהולי,"מנהל/ת מיתוג, שיווק ופיתוח עסקי – בינה בלב (חל""צ) 🚀 יש לך הזדמנות לעצב את הפנים והקול של מהפכת ה-AI בפריפריה. ""בינה בלב"", הפועלת לשיקום ופיתוח הנגב המערבי והגליל, מחפש דמות אסטרטגית שתוביל את מיתוג והשיווק שלה ותהפוך את החזון שלנו לצמיחה ואימפקט בשטח.  📍 מיקום: מודל היברידי (בית + שטח). ⏰ היקף משרה:"
5fab6de28a96,מנהל/ת גיוס משאבים,רשת מיתרים,ירושלים,https://www.mitam-hr.org/jobs/101,2026-05-10,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"דרוש/ה מנהל/ת גיוס משאבים לרשת 'מיתרים' מיתרים תומכת ברשת של למעלה מ־170 בתי ספר וקהילות המחברות בין ציבור דתי, חילוני ומסורתי. באמצעות ליווי חינוכי וקהילתי, תוכניות הכשרה, פיתוח תכנים מותאמים ועוד, מיתרים מובילה שינוי משמעותי במערכת החינוך ופועלת לחיזוק חברה משותפת בישראל.  תיאור התפקיד:  • ניהול כ"
441fa94bac7c,מנהל/ת ליחידת ניהול במעון דיור לאנשים עם מוגבלויות,עמותת עלה מוריה,גדרה,ttps://wa.me/972523159832*,2026-05-10,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"*לעמותת ""עלה מוריה"" - גדרה*  *דרוש/ה מנהל/ת ליחידת ניהול במעון דיור לאנשים עם מוגבלויות*   ניהול והובלת  דיור לאנשים עם מוגבלויות, כולל אחריות מלאה על תפעול היחידה, רווחת הדיירים וניהול צוות עובדים.  *תחומי אחריות:* -ניהול והובלת צוות עובדים -אחריות כוללת על רווחת הדיירים ואיכות חייהם -ניהול שוטף של"
5c1a34803a9d,רכז/ת בכיר/ה למנהל האירועים של הסטודנטים,,,https://campaign.adamtotal.co.il?d=KW9zR3tF5xGBEIq1Dv1zAA%3d%3d,2026-05-10,Telegram: מציאת עבודה,,חינוך,בכיר,"למנהל האירועים של הסטודנטים דרוש/ה *רכז/ת בכיר/ה* - תפקיד שמתאים לאנשים שמחפשים כיף בעבודה, סביבה דינמית, צעירה, הפקת אירועים, יצירתיות, ראש גדול ועוד!  כולל בתוכו עבודה משרדית סביב אירועי היחידה, הקמה והפקת אירועי הסטודנטים בעיקר בשעות הערב, עבודה מול גורמים שונים באוניברסיטה.  לפרטים נוספים והגשת "
50f5ce90d1d8,"מנכ""ל/ית להאב חדשנות",קרן פילנתרופית,,noa@hunter.co.il,2026-05-10,Telegram: מציאת עבודה,משרה מלאה,עמותות,בכיר,"🌼*מנכ""ל/ית להאב חדשנות*🌼 קרן פילנתרופית מהמובילות בארץ מחפשת מנכ""ל/ית להקמה מאפס וניהול של האב חדשנות שיוקם לטובת מתן פתרונות לסוגיות חברתיות שונות בארץ.   על המנכ""ל/ית לתרגם את החזון לתכנית מפורטת ולבנות את ההאב תוך בחירה של המיזמים. כחלק מניהול ההאב תהיה על המנכ""ל/ית האחריות לספק תמיכה חניכה והנחי"
dcf6e4c8b744,"סמנכ""ל שותפויות",מישרים,,https://medulla.co.il/?p=29787,2026-05-10,Telegram: מציאת עבודה,,עמותות,בכיר,"משרה חדשה ב #מדולה_לקהילה ❤️  *לארגון ""מישרים"" דרוש.ה סמנכ""ל.ית שותפויות*  התפקיד כולל תכנון והובלה אסטרטגית של הארגון ותכנון וניהול ממשקי העבודה של המיזם אל מול השותפים השונים בשיתוף עם מנכ""ל המיזם.   אם יש לך ניסיון בעבודה במערכת החינוך והכרות עם בעלי התפקיד המרכזיים בתחום בתי הספר, ניסיון במיסוד "
243d0dbe5358,עבודה באגודה לבריאות הציבור,אגודה לבריאות הציבור,,https://t.me/biltiformali/33301,2026-05-09,Telegram: מציאת עבודה,,עמותות,,"עדיין רלוונטי! אם אתם מחפשים עבודה משמעותית, עם סיפוק ולב גדול, יחד עם תמוש — אישה עם לב ענקי — באגודה לבריאות הציבור, זו העבודה בשבילכם. מבטיחה לכם, מניסיון, שתזכו בגדול ולא תצטערו.  לפרטים נוספים ולשליחת קורות חיים: תמי:0502528937 Tamik@aguda.co.il"
98018f421a12,חוקרת - תחום הערכת תכניות,מטח,,https://cet.ac.il/jobs_categories/head/,2026-05-08,Telegram: מציאת עבודה,,חינוך,ביניים,"https://cet.ac.il/jobs_categories/head/  חוקרת - תחום הערכת תכניות, מטח"
3992384507ee,מנהל.ת מחלקת קיימות,עיריית רמת גן,רמת גן,"ttps://katzr.net/1657ae
",2026-05-08,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ניהולי,"לראשונה בעיריית ר״ג – אצלינו ביחידה הסביבתית קמה מחלקה חדשה: מחלקת קיימות!  לא עוד פרויקט, לא עוד יוזמה בודדת. מחלקה שלמה שתעבוד יחד עם התושבים על מה שבאמת משנה: פסולת וכלכלה מעגלית, חינוך סביבתי, גינות קהילתיות. קהילה שחיה אחרת.  ועכשיו אנחנו מחפשים את האיש.ה שתקח את זה קדימה.  דרוש.ה מנהל.ת מחלקת "
fbfa9f0b6769,משרות מטה - קרן רמון,קרן רמון,,s://form.jotform.com/261254429790462,2026-05-07,Telegram: מציאת עבודה,משרה מלאה,עמותות,,"✨ יכול להיות שהצעד הבא שלכם מתחיל כאן ✨  קרן רמון מגייסת למגוון משרות מטה ומחפשת א.נשים עם חיבור לעשייה חינוכית, אהבה לאנשים, ורצון לקחת חלק בעבודה עם משמעות אמיתית!  אנחנו פועלים ברוחם של אילן, רונה ואסף רמון, ומפתחים תוכניות חינוכיות מעוררות השראה דרך עולמות החלל והתעופה, עבור אלפי ילדים וילדות בר"
8924408b1376,עובד/ת קידום נוער,עיריית תל אביב-יפו,תל אביב-יפו,https://t.me/biltiformali/33281,2026-05-07,Telegram: מציאת עבודה,,ממשלתי,ביניים,"עובד/ת קידום נוער - עיריית ת""א 📢 מחפשים עבודה עם שליחות?  הצטרפו לנבחרת קידום הנוער של תל אביב-יפו! 🌟  עיריית תל אביב-יפו מגייסת עובד/ת קידום נוער לעבודה משמעותית וייחודית עם בני נוער בסיכון בתוך המגזר החרדי. אם יש לך לב רחב, יכולת ליצור קשרים עמוקים ותשוקה לחולל שינוי אמיתי בחייהם של נערים – המקום "
974ffb503687,מנהל/ת בכיר/ה להקמת פעילות ארצית בתחום הגיוון והתעסוקה,,,https://minisite.niloos.ai/vacancy/69fc3826104e7a02c3f960be,2026-05-07,Telegram: מציאת עבודה,משרה מלאה,אחר,בכיר,"מובילים שינוי בתעסוקה? אנחנו מחפשים אתכם. להקמת פעילות ארצית חדשה בתחום הגיוון והתעסוקה, דרוש/ה מנהל/ת בכיר/ה.  דרישות התפקיד:      ניסיון בהקמת מערכים מורכבים בפריסה ארצית.      חובה נסיון בניהול מנהלים ותקציבים רחבי היקף (7M+).      מומחיות בעולמות התעסוקה ואוכלוסיות הגיוון.  הזדמנות להשפיע על פני"
b4e381c83d12,מנהל.ת בית לקידום נוער,קרן פרידמן ועמותת זיו נעורים,,keren.esfridman@gmail.com,2026-05-07,Telegram: מציאת עבודה,,עמותות,ניהולי,"קרן פרידמן ועמותת זיו נעורים מחפשות מנהל.ת בית לקידום נוער התפקיד כולל: 🔸 ניהול ותפעול הבית, ליווי בני ובנות הנוער. 🔸 ניהול קשר עם בתי הספר ומשפחות בני ובנות הנוער. 🔸 ניהול והוצאה לפועל שת""פים עם חברות, ארגונים, יחידות צה""ל ועוד.  דרישות התפקיד: 🔸 תואר ראשון במדעי החברה, עדיפות לחינוך 🔸 ניסיון בתפקי"
840ce88702f0,,,,ttps://did.li/QCQx5,2026-05-07,Telegram: מציאת עבודה,,,,*בואו להיות חלק מצוות מנצח* 🤗 לפרטים נוספים ותיאור התפקיד בלינק המצורף https://did.li/QCQx5
0aed8a699ea5,מנהל/ת חינוך לגיל הרך,קיבוץ שמיר,,https://t.me/biltiformali/33250,2026-05-06,Telegram: מציאת עבודה,משרה מלאה,חינוך,ניהולי,"""מחפשים תפקיד עם משמעות אמיתית?  קיבוץ שמיר מגייס מנהל/ת חינוך לגיל הרך להובלת מערכת חינוכית מגיל לידה ועד גן חובה 🌱  זו הזדמנות להוביל, להשפיע, ולבנות דור עתיד בתוך קהילה חמה, ערכית ותומכת.  התפקיד כולל: ✔ ניהול מערך חינוכי מלא ✔ הובלת צוותים והדרכה מקצועית ✔ בניית תכניות עבודה ופיתוח מערכת ✔ עבודה"
8a7b51ec269c,מוביל/ת גיוס ומיתוג,משרד המשפטים,,ps://merkava.mrp.gov.il/giusp/index.html#/position/07327563,2026-05-06,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ניהולי,"מגייס.ת ורוצה לעבור לשלב הבא? המשרה הבאה בשבילך. אם את.ה חי.ה ונושמ.ת גיוס, אבל מרגיש.ה שהגיע הזמן להשפיע יותר, זו ההזדמנות שלך. משרד המשפטים מגייס מוביל/ת גיוס ומיתוג   💡 מה בתפקיד? ▪️ הובלת אסטרטגיות גיוס והתאמה לשוק העבודה המשתנה ▪️ שותפות עם מנהלים מגייסים באפיון משרות ובניית תהליכי גיוס אפקטיבי"
39243b2f38a8,"מנהל/ת תחום טיפול וחוסן עובד (טיפו""ח)",משרד העלייה והקליטה,ירושלים,tps://go.gov.il/o397o,2026-05-06,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ניהולי,"משרד העלייה והקליטה מגייס מנהל/ת תחום טיפול וחוסן עובד (טיפו""ח)  אנחנו מחפשים עובד/ת סוציאלי/ת שיודע/ת לשלב בין ליווי עובדים ובני משפחותיהם לבין בניית מערך חוסן. 🤝✨  מה בתפקיד? ✔בניית מערך תמיכה וליווי אישי לעובדים ובני משפחותיהם וכן לגמלאי המשרד בעיתות מצוקה ומשבר. ✔בניית מערך חוסן וסיוע רווחתי שנת"
cccef160b02d,רכז/ת סגל פרא רפואי,מטה אסותא,,https://www.assuta.co.il/jobs/search/position/?jobid=101767&referid=300,2026-05-05,Telegram: מציאת עבודה,,עסקי,ביניים,מטה אסותא מגייס רכז/ת סגל פרא רפואי  מוזמנים/ות להגיש מועמדות. למידע נוסף ושליחת קורות חיים –  https://www.assuta.co.il/jobs/search/position/?jobid=101767&referid=300
0edd3a4d5bd1,"סמנכ""ל שותפויות",מישרים,,https://medulla.co.il/?p=29787,2026-05-05,Telegram: מציאת עבודה,,עמותות,בכיר,"משרה חדשה ב #מדולה_לקהילה ❤️  *לארגון ""מישרים"" דרוש.ה סמנכ""ל.ית שותפויות*  התפקיד כולל תכנון והובלה אסטרטגית של הארגון ותכנון וניהול ממשקי העבודה של המיזם אל מול השותפים השונים בשיתוף עם מנכ""ל המיזם.   אם יש לך ניסיון בעבודה במערכת החינוך והכרות עם בעלי התפקיד המרכזיים בתחום בתי הספר, ניסיון במיסוד "
dadf0cf8e8b2,רכז.ת למידה ופיתוח מנהיגות,הספריה הלאומית,ירושלים,https://www.nli.org.il/he/at-your-service/career#learning,2026-05-05,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ביניים,"דרוש.ה רכז.ת למידה ופיתוח מנהיגות לספריה הלאומית  תפקיד התחלתי המהווה הזדמנות מצוינת להשתלב בעולמות משאבי האנוש, הלמידה והפיתוח הארגוני. העבודה כוללת הוצאה לפועל של תוכניות למידה, הדרכה ופיתוח עובדים ומנהלים, כולל שת״פ עם מוסדות לימוד ותרבות בארץ ובעולם. מעקב אחרי ביצוע, הפקת דוחות ותפעול האופרציה ש"
7fa572b1a1f7,"אנשי ונשות טיפול לתכנית ""זמן אבא""",Early Starters ישראל,"כרמיאל, שלומי",https://t.me/biltiformali/33235,2026-05-05,Telegram: מציאת עבודה,משרה חלקית,עמותות,ביניים,"אנחנו מגייסים אנשי ונשות טיפול לתכנית “זמן אבא”  ב-Early Starters ישראל אנו מפעילים את תכנית “זמן אבא” – סדרת מפגשים לאבות משרתי מילואים ולילדיהם (בני 4–6), שנועדה לחזק את הקשר ביניהם דרך חוויה משותפת של משחק ושיח, במרחב בטוח ומקרב.  ✨ משרות פתוחות *באזור הצפון*: * כרמיאל (ימי שני החל מ1/6) * ⁠שלומי"
04873747e7de,פסיכולוגים/יות ועובדים/ות סוציאליים MSW למכון חיבורים,מכון חיבורים,"פתח תקווה, חולון, ראשל""צ, תל אביב, נתניה, רעננה ורמת גן",https://hiburimnamal.co.il/,2026-05-05,Telegram: מציאת עבודה,משרה חלקית,אחר,ביניים,"דרושים/ות פסיכולוגים/יות ו-עו""ס MSW למכון ""חיבורים"" (פתח תקווה, חולון, ראשל""צ, תל אביב, נתניה, רעננה ורמת גן). קצת עלינו https://hiburimnamal.co.il/  אנחנו מחפשים מטפלים/ות לקהל הילדים והנוער שלנו אבל לא רק בעיקר בגישת הגל השלישי :)  קהילת המטפלים שלנו נהנת מ:  ⭐ליווי צמוד בתכנית הדרכות, השתלמויות ו"
